OrderID,OrderDate,ProductID,CustomerID,SalesRepID,Quantity,Price,Region,Status
ORD106320,2023-03-08,P093,CUST0661,David,1.0,333.5,South,Cancelled
ORD106321,2022-12-06,P075,CUST0583,Charlie,14.0,737.36,East,Completed
ORD106322,2022-12-13,P017,CUST0944,David,19.0,1951.91,East,Cancelled
ORD106323,2023-10-08,P084,CUST0904,Alice,3.0,1214.72,East,Returned
ORD106324,2022-12-13,P058,CUST0558,Charlie,18.0,1061.86,North,Cancelled
ORD106325,2023-10-11,P038,CUST0724,Bob,2.0,554.56,West,Completed
ORD106326,2022-09-02,P006,CUST0647,David,6.0,1364.23,West,Cancelled
ORD106327,2022-04-19,P062,CUST0110,Alice,1.0,1945.48,South,Cancelled
ORD106328,2023-06-17,P084,CUST0198,Alice,5.0,562.46,South,Returned
ORD106329,2022-03-31,P074,CUST0393,Bob,1.0,481.36,South,Completed
ORD106330,2022-10-23,P010,CUST0974,David,13.0,1926.51,West,Completed
ORD106331,2022-04-22,P095,CUST0432,Eva,10.0,1738.53,North,Cancelled
ORD106332,2023-08-12,P026,CUST0100,Eva,18.0,864.35,North,Completed
ORD106333,2022-06-26,P058,CUST0052,Alice,18.0,1097.4,West,Returned
ORD106334,2022-12-09,P017,CUST0413,Eva,2.0,1682.23,East,Completed
ORD106335,2023-10-22,P053,CUST0003,Alice,9.0,883.91,East,Returned
ORD106336,2022-04-11,P078,CUST0621,Eva,6.0,1597.87,South,Returned
ORD106337,2023-09-21,P005,CUST0159,Alice,17.0,565.87,North,Returned
ORD106338,2023-08-27,P067,CUST0344,Charlie,12.0,635.62,South,Completed
ORD106339,2023-02-05,P020,CUST0063,Bob,4.0,1067.01,West,Returned
ORD106340,2022-01-28,P051,CUST0152,Alice,6.0,467.59,South,Cancelled
ORD106341,2023-06-21,P046,CUST0176,Eva,16.0,1679.35,South,Completed
ORD106342,2022-02-27,P079,CUST0100,David,10.0,228.7,West,Cancelled
ORD106343,2023-05-13,P067,CUST0803,Eva,4.0,491.89,South,Cancelled
ORD106344,2022-10-24,P003,CUST0886,Bob,15.0,1460.15,South,Completed
ORD106345,2022-05-14,P023,CUST0537,Eva,1.0,1060.93,North,Completed
ORD106346,2022-11-27,P009,CUST0184,Eva,11.0,105.14,East,Returned
ORD106347,2022-09-06,P011,CUST0359,David,10.0,932.87,South,Completed
ORD106348,2023-07-04,P047,CUST0247,Alice,15.0,363.04,West,Cancelled
ORD106349,2022-03-16,P049,CUST0533,Charlie,3.0,893.97,South,Returned
ORD106350,2023-10-16,P044,CUST0655,David,17.0,1273.6,East,Completed
ORD106351,2022-06-17,P013,CUST0738,Bob,7.0,451.05,South,Completed
ORD106352,2023-05-18,P008,CUST0969,David,18.0,836.63,,Returned
ORD106353,2022-12-21,P063,CUST0131,Alice,9.0,500.0,East,Returned
ORD106354,2022-08-13,P022,CUST0889,Bob,5.0,807.03,West,Returned
ORD106355,2023-10-26,P038,CUST0010,Charlie,18.0,319.0,South,Returned
ORD106356,2023-06-15,P027,CUST0178,Charlie,14.0,1099.52,North,Completed
ORD106357,2022-05-26,P026,CUST0719,Eva,19.0,464.24,West,Returned
ORD106358,2022-08-29,P023,CUST0509,Eva,16.0,1675.89,East,Cancelled
ORD106359,2022-12-10,P095,CUST0126,Bob,3.0,1436.22,North,Cancelled
ORD106360,2022-02-04,P093,CUST0848,Charlie,15.0,107.78,East,Returned
ORD106361,2023-12-03,P065,CUST0525,Alice,12.0,1369.78,North,Returned
ORD106362,2022-01-01,P074,CUST0044,Bob,2.0,71.24,North,Cancelled
ORD106363,2022-06-02,P047,CUST0748,Eva,3.0,193.35,South,Cancelled
ORD106364,2023-03-05,P061,CUST0385,Eva,8.0,1889.51,South,Cancelled
ORD106365,2023-05-23,P046,CUST0687,Eva,11.0,1466.68,North,Completed
ORD106366,2022-05-06,P004,CUST0250,David,2.0,926.0,South,Completed
ORD106367,2023-05-06,P031,CUST0055,Charlie,19.0,116.71,East,Cancelled
ORD106368,2023-04-27,P004,CUST0673,David,5.0,1740.03,North,Cancelled
ORD106369,2022-12-11,P029,CUST0968,Bob,17.0,1091.84,North,Cancelled
ORD106370,2022-08-09,P073,CUST0272,David,4.0,1994.53,South,Completed
ORD106371,2023-12-24,P079,CUST0560,Charlie,15.0,1216.5,West,Returned
ORD106372,2022-01-25,P044,CUST0291,Bob,13.0,87.44,North,Returned
ORD106373,2023-06-12,P003,CUST0051,Charlie,5.0,502.72,East,Cancelled
ORD106374,2022-07-01,P059,CUST0956,Charlie,10.0,820.87,North,Returned
ORD106375,2023-05-14,P079,CUST0846,Alice,11.0,1026.19,West,Returned
ORD106376,2023-10-03,P053,CUST0617,Alice,11.0,1830.66,South,Completed
ORD106377,2022-02-11,P011,CUST0347,Alice,14.0,1866.7,West,Cancelled
ORD106378,2023-04-26,P006,CUST0428,Eva,15.0,1803.08,North,Completed
ORD106379,2023-03-15,P047,CUST0944,David,19.0,662.77,North,Completed
ORD106380,2023-02-06,P007,CUST0385,Alice,16.0,92.91,West,Cancelled
ORD106381,2023-06-30,P068,CUST0999,Bob,9.0,550.85,East,Returned
ORD106382,2022-12-11,P085,CUST0754,Eva,19.0,716.54,North,Completed
ORD106383,2022-02-14,P001,CUST0875,Alice,14.0,403.45,North,Completed
ORD106384,2023-10-08,P056,CUST0350,David,16.0,1947.86,West,Cancelled
ORD106385,2022-01-21,P087,CUST0291,Eva,3.0,1759.47,South,Completed
ORD106386,2023-09-26,P077,CUST0511,Eva,14.0,688.38,East,Cancelled
ORD106387,2022-03-11,P043,CUST0906,Bob,2.0,359.33,East,Completed
ORD106388,2022-02-17,P028,CUST0351,Charlie,16.0,907.31,North,Cancelled
ORD106389,2023-05-06,P029,CUST0524,Bob,17.0,1956.49,North,Cancelled
ORD106390,2023-07-05,P018,CUST0616,David,,1692.73,East,Returned
ORD106391,2022-10-14,P087,CUST0547,David,14.0,1508.48,North,Completed
ORD106392,2022-01-10,P092,CUST0226,David,7.0,1208.07,East,Returned
ORD106393,2023-06-26,P073,CUST0679,Eva,9.0,1446.51,East,Completed
ORD106394,2022-10-01,P062,CUST0640,David,12.0,528.63,South,Returned
ORD106395,2023-08-23,P006,CUST0352,Bob,11.0,1395.67,West,Returned
ORD106396,2023-01-16,P016,CUST0716,Eva,8.0,762.34,West,Cancelled
ORD106397,2022-11-25,P001,CUST0429,Bob,5.0,130.92,West,Completed
ORD106398,2023-04-24,P022,CUST0796,Alice,6.0,1571.98,West,Cancelled
ORD106399,2022-01-15,P046,CUST0723,Alice,18.0,1168.31,South,Returned
ORD106400,2023-05-31,P062,CUST0920,Alice,10.0,288.63,South,Returned
ORD106401,2022-07-10,P023,CUST0916,Bob,7.0,296.69,East,Returned
ORD106402,2022-06-17,P021,CUST0470,Charlie,16.0,568.45,North,Completed
ORD106403,2023-06-05,P051,CUST0523,Bob,4.0,1652.42,South,Completed
ORD106404,2023-09-13,P095,CUST0284,Alice,19.0,1604.55,East,Cancelled
ORD106405,2022-05-17,P038,CUST0744,Charlie,12.0,1608.03,East,Cancelled
ORD106406,2022-06-03,P028,CUST0020,Eva,9.0,258.1,North,Cancelled
ORD106407,2023-01-23,P044,CUST0965,David,6.0,1336.7,South,Completed
ORD106408,2022-07-28,P091,CUST0755,Charlie,12.0,978.18,North,Completed
ORD106409,2022-09-29,P039,CUST0959,Alice,18.0,328.44,North,Completed
ORD106410,2022-05-23,P042,CUST0372,Charlie,9.0,1759.43,North,Cancelled
ORD106411,2023-09-03,P042,CUST0314,David,13.0,1659.61,,Cancelled
ORD106412,2022-03-10,P060,CUST0808,Eva,3.0,813.96,South,Completed
ORD106413,2022-09-04,P057,CUST0775,Bob,14.0,1598.59,East,Cancelled
ORD106414,2022-09-18,P077,CUST0854,Charlie,12.0,1153.81,East,Completed
ORD106415,2022-03-20,P096,CUST0421,Alice,5.0,1731.53,South,Completed
ORD106416,2023-10-20,P007,CUST0768,David,17.0,560.2,South,Returned
ORD106417,2023-09-15,P051,CUST0413,Charlie,8.0,578.91,South,Returned
ORD106418,2023-08-28,P097,CUST0076,Charlie,5.0,863.96,North,Returned
ORD106419,2023-06-09,P077,CUST0349,Charlie,19.0,443.0,North,Cancelled
ORD106420,2023-09-13,P032,CUST0420,Alice,11.0,1286.45,South,Cancelled
ORD106421,2022-11-26,P007,CUST0547,Charlie,7.0,470.16,North,Cancelled
ORD106422,2022-07-08,P076,CUST0619,Charlie,17.0,634.06,North,Completed
ORD106423,2022-04-05,P040,CUST0662,Eva,3.0,313.39,South,Cancelled
ORD106424,2023-09-09,P015,CUST0274,Alice,5.0,1820.31,South,Returned
ORD106425,2022-01-08,P059,CUST0441,Charlie,5.0,606.74,West,Completed
ORD106426,2022-03-08,P085,CUST0086,David,11.0,417.94,West,Completed
ORD106427,2023-05-11,P012,CUST0595,Bob,12.0,915.76,West,Returned
ORD106428,2022-07-10,P077,CUST0546,Bob,8.0,350.47,East,Completed
ORD106429,2023-01-01,P042,CUST0457,Eva,16.0,399.76,North,Cancelled
ORD106430,2023-06-05,P039,CUST0330,Alice,5.0,1142.94,West,Cancelled
ORD106431,2022-04-27,P063,CUST0083,David,3.0,580.15,East,Completed
ORD106432,2022-09-24,P002,CUST0614,Alice,9.0,1543.87,North,Completed
ORD106433,2023-09-03,P029,CUST0521,Bob,17.0,951.05,South,Returned
ORD106434,2023-04-30,P061,CUST0819,David,12.0,855.49,West,Completed
ORD106435,2023-05-24,P029,CUST0540,Bob,5.0,974.64,West,Returned
ORD106436,2022-10-25,P100,CUST0222,Bob,5.0,1567.06,South,Returned
ORD106437,2022-06-13,P038,CUST0793,Alice,17.0,68.16,West,Completed
ORD106438,2023-01-11,P007,CUST0210,Charlie,14.0,214.86,South,Cancelled
ORD106439,2023-10-15,P030,CUST0436,Eva,1.0,1013.22,South,Returned
ORD106440,2022-09-25,P087,CUST0538,David,8.0,1182.8,West,Cancelled
ORD106441,2023-07-03,P092,CUST0147,Eva,15.0,169.01,South,Cancelled
ORD106442,2022-03-15,P056,CUST0219,David,5.0,1120.76,East,Cancelled
ORD106443,2023-05-23,P087,CUST0868,Bob,5.0,804.97,North,Completed
ORD106444,2022-03-14,P036,CUST0068,David,15.0,1072.23,West,Returned
ORD106445,2022-11-04,P042,CUST0305,David,9.0,284.94,East,Completed
ORD106446,2022-07-18,P093,CUST0026,Alice,12.0,1691.7,North,Returned
ORD106447,2022-05-10,P004,CUST0813,Eva,3.0,556.26,East,Completed
ORD106448,2023-07-26,P084,CUST0323,Eva,14.0,467.04,West,Completed
ORD106449,2023-09-07,P005,CUST0629,David,10.0,1922.45,West,Cancelled
ORD106450,2023-05-02,P046,CUST0100,Charlie,7.0,492.55,East,Completed
ORD106451,2022-05-31,P075,CUST0647,Charlie,17.0,1884.29,West,Completed
ORD106452,2023-10-31,P002,CUST0778,Eva,,546.97,West,Cancelled
ORD106453,2022-07-25,P054,CUST0493,David,17.0,1113.23,West,Returned
ORD106454,2022-06-28,P088,CUST0708,Eva,13.0,1510.1,East,Completed
ORD106455,2022-07-16,P059,CUST0903,Alice,12.0,496.2,West,Completed
ORD106456,2022-03-30,P033,CUST0662,Bob,11.0,1290.84,South,Cancelled
ORD106457,2023-03-10,P022,CUST0254,Alice,14.0,1989.16,East,Returned
ORD106458,2022-07-02,P047,CUST0990,Bob,12.0,1588.34,South,Returned
ORD106459,2022-07-28,P006,CUST0470,David,7.0,1756.94,South,Completed
ORD106460,2023-05-08,P024,CUST0821,David,19.0,731.96,West,Returned
ORD106461,2022-05-10,P093,CUST0029,Alice,12.0,1571.03,East,Returned
ORD106462,2023-10-27,P049,CUST0907,Alice,5.0,1762.09,North,Cancelled
ORD106463,2022-01-13,P096,CUST0127,Charlie,1.0,201.93,North,Returned
ORD106464,2023-09-26,P094,CUST0191,Alice,13.0,1031.49,South,Completed
ORD106465,2022-04-16,P051,CUST0976,Eva,16.0,1965.7,South,Returned
ORD106466,2023-01-10,P041,CUST0701,Bob,17.0,1437.67,West,Completed
ORD106467,2023-08-05,P067,CUST0824,Charlie,17.0,206.24,North,Cancelled
ORD106468,2023-12-08,P089,CUST0121,Eva,18.0,1533.97,West,Returned
ORD106469,2023-11-29,P092,CUST0236,Eva,5.0,175.14,West,Cancelled
ORD106470,2022-04-09,P079,CUST0825,Alice,4.0,606.19,North,Returned
ORD106471,2023-08-17,P081,CUST0902,Charlie,3.0,1001.58,North,Cancelled
ORD106472,2023-08-10,P002,CUST0037,David,17.0,558.34,West,Cancelled
ORD106473,2022-07-11,P091,CUST0269,David,17.0,104.64,North,Cancelled
ORD106474,2022-11-21,P100,CUST0225,Alice,16.0,906.54,South,Cancelled
ORD106475,2023-12-27,P078,CUST0047,Bob,3.0,1496.29,West,Returned
ORD106476,2023-04-12,P043,CUST0499,Alice,19.0,683.95,North,Completed
ORD106477,2023-01-02,P032,CUST0456,Bob,19.0,1195.39,North,Completed
ORD106478,2022-11-14,P012,CUST0843,Eva,6.0,635.92,West,Completed
ORD106479,2022-05-24,P023,CUST0481,Charlie,19.0,177.95,South,Returned
ORD106480,2023-01-19,P016,CUST0704,David,14.0,1910.17,North,Completed
ORD106481,2022-08-04,P044,CUST0353,Eva,12.0,1055.89,South,Returned
ORD106482,2022-12-27,P002,CUST0940,Alice,13.0,1942.38,North,Completed
ORD106483,2022-11-20,P007,CUST0432,Charlie,9.0,1974.91,West,Cancelled
ORD106484,2022-01-15,P021,CUST0488,David,11.0,1466.02,South,Cancelled
ORD106485,2022-08-05,P058,CUST0603,Eva,18.0,264.36,North,Completed
ORD106486,2023-05-07,P095,CUST0494,Alice,9.0,1212.66,West,Returned
ORD106487,2023-07-01,P023,CUST0871,Bob,3.0,1821.22,West,Returned
ORD106488,2022-07-02,P060,CUST0658,Charlie,10.0,1582.81,North,Returned
ORD106489,2022-09-27,P025,CUST0118,Bob,19.0,1780.36,East,Returned
ORD106490,2023-04-12,P035,CUST0173,Charlie,4.0,117.82,West,Cancelled
ORD106491,2023-09-04,P099,CUST0928,Bob,8.0,1589.16,North,Completed
ORD106492,2023-06-03,P045,CUST0237,Eva,16.0,1268.95,West,Cancelled
ORD106493,2023-06-26,P007,CUST0745,David,3.0,1964.56,South,Completed
ORD106494,2023-04-12,P069,CUST0024,Alice,6.0,1127.03,East,Cancelled
ORD106495,2022-11-01,P032,CUST0086,David,14.0,829.24,West,Returned
ORD106496,2022-05-24,P053,CUST0946,Charlie,6.0,1516.53,East,Returned
ORD106497,2022-04-21,P069,CUST0571,Bob,13.0,594.11,South,Returned
ORD106498,2022-08-20,P025,CUST0767,David,9.0,1857.02,West,Returned
ORD106499,2023-11-22,P095,CUST0259,Alice,3.0,849.82,West,Completed
ORD106500,2023-08-07,P084,CUST0067,Alice,5.0,635.74,East,Cancelled
ORD106501,2023-12-23,P086,CUST0014,David,4.0,1480.43,South,Cancelled
ORD106502,2023-08-15,P077,CUST0096,Bob,5.0,1826.9,East,Completed
ORD106503,2023-05-15,P002,CUST0457,Charlie,3.0,289.9,East,Returned
ORD106504,2023-08-18,P086,CUST0784,Eva,15.0,619.54,North,Cancelled
ORD106505,2023-07-08,P061,CUST0217,Bob,16.0,146.63,South,Cancelled
ORD106506,2022-09-30,P009,CUST0709,Eva,10.0,885.52,West,Cancelled
ORD106507,2023-12-04,P051,CUST0190,David,13.0,223.55,North,Completed
ORD106508,2022-06-22,P002,CUST0461,David,5.0,1585.56,North,Completed
ORD106509,2022-01-07,P045,CUST0699,David,4.0,234.53,West,Cancelled
ORD106510,2022-06-04,P032,CUST0351,Charlie,3.0,1402.77,North,Returned
ORD106511,2023-06-06,P072,CUST0149,David,18.0,1435.96,East,Cancelled
ORD106512,2023-06-30,P080,CUST0424,Bob,15.0,714.93,South,Cancelled
ORD106513,2023-07-02,P097,CUST0829,Bob,2.0,1356.5,North,Cancelled
ORD106514,2023-06-02,P075,CUST0051,Charlie,15.0,679.47,East,Returned
ORD106515,2022-08-03,P032,CUST0713,Alice,4.0,479.27,East,Cancelled
ORD106516,2022-05-14,P008,CUST0085,Eva,6.0,625.56,West,Completed
ORD106517,2022-10-12,P096,CUST0201,Bob,9.0,1653.42,West,Cancelled
ORD106518,2022-05-06,P085,CUST0010,Bob,13.0,1905.85,West,Completed
ORD106519,2023-03-15,P089,CUST0937,David,9.0,684.23,North,Cancelled
ORD106520,2023-11-17,P020,CUST0492,Alice,4.0,973.79,West,Returned
ORD106521,2022-06-01,P065,CUST0268,David,17.0,666.93,West,Returned
ORD106522,2022-11-27,P021,CUST0971,Charlie,10.0,474.49,South,Completed
ORD106523,2023-06-22,P007,CUST0212,Eva,6.0,242.82,South,Cancelled
ORD106524,2023-01-18,P089,CUST0498,Eva,11.0,730.98,North,Completed
ORD106525,2022-04-25,P009,CUST0448,David,16.0,1179.32,West,Completed
ORD106526,2023-04-27,P086,CUST0384,Eva,4.0,1091.27,East,Completed
ORD106527,2022-10-11,P002,CUST0255,Eva,8.0,276.9,East,Completed
ORD106528,2022-03-16,P019,CUST0423,Alice,16.0,1565.05,East,Completed
ORD106529,2022-06-15,P060,CUST0353,Bob,9.0,1264.66,South,Cancelled
ORD106530,2022-07-08,P070,CUST0192,Charlie,13.0,780.56,West,Returned
ORD106531,2022-03-19,P059,CUST0199,Alice,12.0,1688.71,North,Completed
ORD106532,2023-08-25,P069,CUST0257,Alice,9.0,1043.5,South,Cancelled
ORD106533,2023-11-19,P045,CUST0014,David,17.0,455.77,West,Cancelled
ORD106534,2022-01-21,P062,CUST0941,David,2.0,1845.96,South,Cancelled
ORD106535,2023-07-20,P010,CUST0405,David,17.0,970.18,North,Returned
ORD106536,2022-07-03,P065,CUST0685,Charlie,7.0,766.66,South,Completed
ORD106537,2022-08-10,P026,CUST0881,David,4.0,1713.89,North,Completed
ORD106538,2022-11-24,P090,CUST0712,Bob,,1479.36,South,Cancelled
ORD106539,2022-06-28,P060,CUST0849,Charlie,2.0,598.93,North,Returned
ORD106540,2022-04-22,P018,CUST0574,Eva,10.0,474.43,South,Completed
ORD106541,2023-12-27,P059,CUST0557,Charlie,10.0,593.06,North,Cancelled
ORD106542,2022-02-28,P021,CUST0438,Eva,13.0,678.97,East,Returned
ORD106543,2022-11-23,P046,CUST0383,Alice,17.0,680.65,North,Cancelled
ORD106544,2023-09-13,P012,CUST0369,Eva,13.0,1031.19,South,Completed
ORD106545,2023-10-31,P078,CUST0847,Charlie,16.0,1230.65,West,Completed
ORD106546,2022-07-10,P032,CUST0898,Bob,7.0,550.17,North,Completed
ORD106547,2022-07-19,P039,CUST0909,Bob,17.0,902.86,East,Cancelled
ORD106548,2022-11-08,P099,CUST0244,Eva,11.0,1376.83,South,Cancelled
ORD106549,2023-12-09,P081,CUST0925,Charlie,12.0,931.06,West,Returned
ORD106550,2022-02-04,P055,CUST0156,Eva,1.0,1158.76,West,Cancelled
ORD106551,2023-01-14,P055,CUST0776,Eva,10.0,160.88,East,Completed
ORD106552,2023-01-22,P010,CUST0419,Alice,11.0,1618.26,North,Returned
ORD106553,2022-08-25,P035,CUST0792,Charlie,18.0,835.77,North,Completed
ORD106554,2023-09-08,P080,CUST0007,Eva,13.0,1702.32,North,Cancelled
ORD106555,2023-06-03,P006,CUST0540,David,1.0,893.09,North,Cancelled
ORD106556,2022-10-10,P068,CUST0982,David,10.0,1206.01,North,Cancelled
ORD106557,2022-01-01,P062,CUST0090,David,11.0,288.68,North,Completed
ORD106558,2023-04-09,P009,CUST0721,Eva,7.0,1040.39,East,Completed
ORD106559,2022-08-18,P029,CUST0191,Charlie,9.0,677.57,South,Returned
ORD106560,2022-06-21,P071,CUST0742,Alice,13.0,546.42,West,Cancelled
ORD106561,2022-03-28,P080,CUST0518,David,15.0,1829.04,South,Cancelled
ORD106562,2023-07-07,P006,CUST0890,Eva,1.0,797.59,East,Cancelled
ORD106563,2022-05-03,P044,CUST0376,Eva,13.0,1666.34,East,Returned
ORD106564,2022-10-25,P064,CUST0267,Charlie,7.0,1660.31,North,Returned
ORD106565,2023-11-21,P067,CUST0038,Eva,4.0,1546.53,South,Completed
ORD106566,2023-07-29,P044,CUST0450,Charlie,8.0,1380.95,North,Completed
ORD106567,2023-04-29,P078,CUST0447,Alice,14.0,754.36,North,Cancelled
ORD106568,2022-06-14,P014,CUST0032,Alice,9.0,970.28,North,Completed
ORD106569,2023-11-30,P009,CUST0794,Eva,5.0,1947.51,West,Cancelled
ORD106570,2023-01-18,P100,CUST0223,Bob,14.0,466.85,North,Cancelled
ORD106571,2022-07-28,P023,CUST0800,Alice,7.0,1326.23,East,Completed
ORD106572,2023-03-08,P057,CUST0163,Charlie,3.0,1505.78,North,Returned
ORD106573,2023-01-24,P057,CUST0642,Eva,12.0,370.61,North,Cancelled
ORD106574,2023-07-14,P015,CUST0899,Bob,17.0,1017.99,East,Cancelled
ORD106575,2022-08-12,P064,CUST0673,Alice,11.0,324.38,East,Cancelled
ORD106576,2022-01-03,P007,CUST0007,Charlie,8.0,1083.5,North,Returned
ORD106577,2023-01-07,P020,CUST0213,Eva,2.0,1174.56,North,Completed
ORD106578,2023-11-18,P064,CUST0944,Charlie,18.0,371.89,East,Returned
ORD106579,2023-03-22,P019,CUST0601,Eva,16.0,1028.15,South,Returned
ORD106580,2023-09-03,P006,CUST0080,Bob,19.0,197.41,West,Cancelled
ORD106581,2022-04-26,P051,CUST0919,Charlie,11.0,1819.79,East,Returned
ORD106582,2022-09-27,P039,CUST0337,Charlie,14.0,1994.36,South,Completed
ORD106583,2023-03-23,P065,CUST0353,Alice,17.0,1946.53,North,Completed
ORD106584,2023-01-03,P071,CUST0978,Charlie,3.0,1168.71,East,Returned
ORD106585,2022-09-10,P099,CUST0359,Alice,6.0,1868.69,South,Completed
ORD106586,2022-11-13,P025,CUST0471,Charlie,4.0,1157.7,East,Returned
ORD106587,2023-02-19,P023,CUST0777,Charlie,19.0,1859.77,East,Cancelled
ORD106588,2022-04-05,P089,CUST0323,Alice,16.0,880.64,South,Returned
ORD106589,2022-01-24,P058,CUST0176,Alice,18.0,1962.09,North,Completed
ORD106590,2023-09-20,P011,CUST0163,Alice,11.0,1938.92,South,Cancelled
ORD106591,2023-10-25,P034,CUST0830,Bob,3.0,1868.47,East,Completed
ORD106592,2022-02-19,P031,CUST0920,Eva,8.0,1079.49,East,Completed
ORD106593,2023-05-17,P038,CUST0838,David,10.0,1518.25,South,Returned
ORD106594,2023-12-19,P046,CUST0723,Eva,15.0,345.02,East,Completed
ORD106595,2023-05-13,P012,CUST0760,Eva,18.0,1670.59,South,Returned
ORD106596,2022-12-01,P009,CUST0590,Eva,18.0,1260.36,North,Returned
ORD106597,2022-03-20,P013,CUST0259,Bob,9.0,817.71,East,Cancelled
ORD106598,2023-08-05,P064,CUST0518,Eva,6.0,1958.66,East,Completed
ORD106599,2022-01-27,P020,CUST0977,Bob,15.0,353.3,East,Completed
ORD106600,2022-09-28,P059,CUST0420,David,13.0,1741.98,West,Cancelled
ORD106601,2023-07-16,P085,CUST0086,David,6.0,544.7,North,Cancelled
ORD106602,2022-09-04,P022,CUST0821,Alice,3.0,1626.58,West,Returned
ORD106603,2023-08-14,P065,CUST0132,Eva,16.0,1998.76,South,Cancelled
ORD106604,2023-01-22,P060,CUST0522,Eva,5.0,945.6,North,Completed
ORD106605,2023-12-03,P041,CUST0736,Alice,6.0,1696.33,North,Cancelled
ORD106606,2023-07-13,P081,CUST0495,Bob,18.0,1953.89,South,Cancelled
ORD106607,2022-12-27,P045,CUST0881,Eva,13.0,1770.71,South,Completed
ORD106608,2023-05-03,P004,CUST0049,Eva,9.0,833.53,North,Returned
ORD106609,2022-12-18,P070,CUST0939,David,16.0,1485.21,West,Cancelled
ORD106610,2023-12-02,P045,CUST0964,Bob,8.0,1992.05,East,Returned
ORD106611,2022-09-13,P058,CUST0013,Bob,11.0,81.3,West,Returned
ORD106612,2022-08-10,P083,CUST0851,David,16.0,906.66,South,Completed
ORD106613,2022-01-01,P094,CUST0366,Bob,12.0,722.0,East,Completed
ORD106614,2023-06-30,P023,CUST0375,Alice,17.0,1265.4,South,Returned
ORD106615,2023-03-22,P032,CUST0683,Eva,9.0,1939.06,East,Completed
ORD106616,2022-03-20,P063,CUST0758,Charlie,3.0,434.98,North,Completed
ORD106617,2022-08-24,P093,CUST0358,Alice,19.0,1654.95,North,Cancelled
ORD106618,2022-11-30,P008,CUST0176,David,11.0,1046.89,West,Cancelled
ORD106619,2022-12-15,P085,CUST0218,David,16.0,794.45,South,Returned
ORD106620,2022-04-08,P081,CUST0670,David,12.0,1645.8,South,Cancelled
ORD106621,2022-03-23,P081,CUST0811,Charlie,13.0,1698.99,East,Completed
ORD106622,2023-05-17,P085,CUST0671,Alice,12.0,1445.35,North,Cancelled
ORD106623,2023-04-22,P079,CUST0819,Charlie,10.0,177.58,South,Completed
ORD106624,2023-12-05,P091,CUST0294,Eva,15.0,1746.87,East,Returned
ORD106625,2023-07-04,P025,CUST0972,David,13.0,1678.08,North,Returned
ORD106626,2022-01-14,P033,CUST0659,Charlie,19.0,589.47,South,Completed
ORD106627,2023-01-27,P066,CUST0663,Eva,14.0,1223.72,South,Cancelled
ORD106628,2022-12-13,P016,CUST0434,Eva,,1820.31,North,Returned
ORD106629,2022-11-06,P055,CUST0174,Eva,4.0,602.97,East,Returned
ORD106630,2023-01-21,P036,CUST0809,David,9.0,862.04,South,Cancelled
ORD106631,2022-07-28,P072,CUST0202,Bob,4.0,204.24,East,Cancelled
ORD106632,2022-12-23,P080,CUST0591,Eva,4.0,789.5,North,Completed
ORD106633,2023-08-24,P007,CUST0882,Bob,4.0,836.17,South,Returned
ORD106634,2023-07-22,P069,CUST0401,Eva,19.0,1687.58,South,Cancelled
ORD106635,2022-04-04,P087,CUST0436,Charlie,10.0,72.02,West,Returned
ORD106636,2022-04-03,P008,CUST0269,Eva,19.0,1049.51,West,Returned
ORD106637,2022-12-06,P003,CUST0920,David,2.0,631.15,West,Completed
ORD106638,2023-08-20,P035,CUST0336,David,9.0,1254.01,East,Cancelled
ORD106639,2023-03-21,P036,CUST0487,Bob,19.0,178.17,East,Cancelled
ORD106640,2022-01-22,P100,CUST0614,Bob,17.0,893.99,South,Returned
ORD106641,2022-10-18,P079,CUST0926,Alice,5.0,1605.75,North,Completed
ORD106642,2023-04-30,P030,CUST0109,Charlie,2.0,451.64,West,Completed
ORD106643,2022-11-02,P015,CUST0890,Alice,9.0,1199.52,South,Returned
ORD106644,2023-09-26,P093,CUST0556,Eva,5.0,868.57,North,Returned
ORD106645,2022-05-08,P068,CUST0887,Bob,11.0,950.55,West,Cancelled
ORD106646,2023-09-17,P098,CUST0527,David,9.0,785.25,North,Completed
ORD106647,2022-09-30,P087,CUST0516,Charlie,12.0,612.32,East,Completed
ORD106648,2023-03-18,P058,CUST0760,David,13.0,308.8,South,Completed
ORD106649,2023-05-18,P099,CUST0236,Bob,6.0,590.51,West,Returned
ORD106650,2022-05-10,P028,CUST0564,Alice,11.0,1980.82,South,Returned
ORD106651,2022-05-12,P095,CUST0202,Charlie,11.0,1898.61,South,Completed
ORD106652,2023-08-20,P042,CUST0872,Bob,19.0,132.77,South,Completed
ORD106653,2023-04-27,P097,CUST0558,David,15.0,296.7,West,Completed
ORD106654,2023-01-25,P018,CUST0571,Eva,17.0,1697.1,East,Completed
ORD106655,2023-08-16,P005,CUST0174,Eva,5.0,393.18,West,Returned
ORD106656,2022-11-21,P009,CUST0544,Eva,5.0,821.05,South,Returned
ORD106657,2022-03-10,P084,CUST0149,Alice,6.0,225.46,East,Cancelled
ORD106658,2023-10-22,P009,CUST0285,David,13.0,187.04,South,Completed
ORD106659,2023-03-24,P018,CUST0926,Charlie,5.0,1247.39,South,Completed
ORD106660,2023-06-12,P056,CUST0633,Bob,11.0,1645.85,North,Completed
