CustomerID,CustomerName,JoinDate
CUST0735,Customer 735,2022-03-02
CUST0736,Customer 736,2024-03-06
CUST0737,Customer 737,2024-01-15
CUST0738,Customer 738,2023-03-17
CUST0739,Customer 739,2024-03-14
CUST0740,Customer 740,2022-08-05
CUST0741,Customer 741,2022-09-26
CUST0742,Customer 742,2024-01-07
CUST0743,Customer 743,2022-04-10
CUST0744,Customer 744,2022-06-08
CUST0745,Customer 745,2022-05-08
CUST0746,Customer 746,2022-02-13
CUST0747,Customer 747,2023-03-22
CUST0748,Customer 748,2024-03-31
CUST0749,Customer 749,2022-02-09
CUST0750,Customer 750,2023-04-28
CUST0751,Customer 751,2023-02-06
CUST0752,Customer 752,2024-02-15
CUST0753,Customer 753,2023-02-13
CUST0754,Customer 754,2023-06-28
CUST0755,Customer 755,2024-08-05
CUST0756,Customer 756,2023-05-21
CUST0757,Customer 757,2024-08-26
CUST0758,Customer 758,2023-05-12
CUST0759,Customer 759,2023-04-16
CUST0760,Customer 760,2022-10-04
CUST0761,Customer 761,2023-08-12
CUST0762,Customer 762,2023-05-07
CUST0763,Customer 763,2024-09-07
CUST0764,Customer 764,2022-06-30
CUST0765,Customer 765,2022-12-26
CUST0766,Customer 766,2023-12-03
CUST0767,Customer 767,2023-04-22
CUST0768,Customer 768,2023-03-23
CUST0769,Customer 769,2023-11-29
CUST0770,Customer 770,2022-06-24
CUST0771,Customer 771,2023-08-25
CUST0772,Customer 772,2023-01-06
CUST0773,Customer 773,2023-06-13
CUST0774,Customer 774,2024-04-19
CUST0775,Customer 775,2022-12-27
CUST0776,Customer 776,2024-09-05
CUST0777,Customer 777,2022-12-02
CUST0778,Customer 778,2024-06-02
CUST0779,Customer 779,2022-04-30
CUST0780,Customer 780,2022-06-15
CUST0781,Customer 781,2022-11-15
CUST0782,Customer 782,2023-07-07
CUST0783,Customer 783,2022-09-30
CUST0784,Customer 784,2022-12-24
CUST0785,Customer 785,2022-08-12
CUST0786,Customer 786,2023-12-06
CUST0787,Customer 787,2023-09-04
CUST0788,Customer 788,2023-07-26
CUST0789,Customer 789,2023-01-17
CUST0790,Customer 790,2024-03-31
CUST0791,Customer 791,2023-01-12
CUST0792,Customer 792,2022-08-13
CUST0793,Customer 793,2024-08-11
CUST0794,Customer 794,2023-05-18
CUST0795,Customer 795,2023-11-23
CUST0796,Customer 796,2023-08-29
CUST0797,Customer 797,2022-11-03
CUST0798,Customer 798,2023-04-03
CUST0799,Customer 799,2024-05-22
CUST0800,Customer 800,2024-06-04
CUST0801,Customer 801,2022-04-03
CUST0802,Customer 802,2022-05-14
CUST0803,Customer 803,2022-07-09
CUST0804,Customer 804,2023-07-16
CUST0805,Customer 805,2023-12-21
CUST0806,Customer 806,2022-03-31
CUST0807,Customer 807,2024-06-19
CUST0808,Customer 808,2023-01-19
CUST0809,Customer 809,2024-08-02
CUST0810,Customer 810,2023-05-09
CUST0811,Customer 811,2022-10-16
CUST0812,Customer 812,2023-06-28
CUST0813,Customer 813,2024-06-25
CUST0814,Customer 814,2022-12-07
CUST0815,Customer 815,2024-06-13
CUST0816,Customer 816,2024-06-21
CUST0817,Customer 817,2022-04-12
CUST0818,Customer 818,2022-07-29
CUST0819,Customer 819,2024-08-15
CUST0820,Customer 820,2022-10-13
CUST0821,Customer 821,2024-05-17
CUST0822,Customer 822,2024-04-01
CUST0823,Customer 823,2022-01-14
CUST0824,Customer 824,2023-09-06
CUST0825,Customer 825,2022-01-15
CUST0826,Customer 826,2023-12-28
CUST0827,Customer 827,2024-08-16
CUST0828,Customer 828,2023-05-06
CUST0829,Customer 829,2024-01-13
CUST0830,Customer 830,2023-12-20
CUST0831,Customer 831,2024-04-17
CUST0832,Customer 832,2023-06-11
CUST0833,Customer 833,2022-05-29
CUST0834,Customer 834,2024-07-14
CUST0835,Customer 835,2022-10-17
CUST0836,Customer 836,2023-04-11
CUST0837,Customer 837,2023-03-24
CUST0838,Customer 838,2022-03-24
CUST0839,Customer 839,2022-01-04
CUST0840,Customer 840,2022-05-11
CUST0841,Customer 841,2022-03-23
CUST0842,Customer 842,2022-04-08
CUST0843,Customer 843,2023-10-01
CUST0844,Customer 844,2022-03-10
CUST0845,Customer 845,2022-10-18
CUST0846,Customer 846,2024-08-28
CUST0847,Customer 847,2023-10-17
CUST0848,Customer 848,2022-01-23
CUST0849,Customer 849,2023-02-02
CUST0850,Customer 850,2023-05-04
CUST0851,Customer 851,2023-04-26
CUST0852,Customer 852,2022-07-18
CUST0853,Customer 853,2024-08-22
CUST0854,Customer 854,2023-03-13
CUST0855,Customer 855,2022-12-14
CUST0856,Customer 856,2022-09-07
CUST0857,Customer 857,2022-10-28
CUST0858,Customer 858,2022-09-12
CUST0859,Customer 859,2022-02-24
CUST0860,Customer 860,2024-06-09
CUST0861,Customer 861,2023-09-07
CUST0862,Customer 862,2022-05-06
CUST0863,Customer 863,2022-08-20
CUST0864,Customer 864,2022-09-30
CUST0865,Customer 865,2022-03-26
CUST0866,Customer 866,2024-07-05
CUST0867,Customer 867,2023-05-14
CUST0868,Customer 868,2023-09-18
CUST0869,Customer 869,2023-03-25
CUST0870,Customer 870,2022-07-21
CUST0871,Customer 871,2024-08-30
CUST0872,Customer 872,2023-01-29
CUST0873,Customer 873,2023-10-18
CUST0874,Customer 874,2023-01-04
CUST0875,Customer 875,2022-05-23
CUST0876,Customer 876,2024-01-21
CUST0877,Customer 877,2022-08-28
CUST0878,Customer 878,2022-09-11
CUST0879,Customer 879,2024-06-08
CUST0880,Customer 880,2022-03-24
CUST0881,Customer 881,2024-01-23
CUST0882,Customer 882,2024-01-06
CUST0883,Customer 883,2022-01-04
CUST0884,Customer 884,2022-01-05
CUST0885,Customer 885,2022-08-23
CUST0886,Customer 886,2023-07-22
CUST0887,Customer 887,2024-07-27
CUST0888,Customer 888,2022-04-12
CUST0889,Customer 889,2022-05-27
CUST0890,Customer 890,2024-03-10
CUST0891,Customer 891,2024-02-19
CUST0892,Customer 892,2024-09-01
CUST0893,Customer 893,2022-07-12
CUST0894,Customer 894,2022-03-04
CUST0895,Customer 895,2023-08-22
CUST0896,Customer 896,2022-03-17
CUST0897,Customer 897,2023-07-30
CUST0898,Customer 898,2022-05-05
CUST0899,Customer 899,2023-06-03
CUST0900,Customer 900,2024-05-11
CUST0901,Customer 901,2023-03-15
CUST0902,Customer 902,2023-07-10
CUST0903,Customer 903,2023-06-02
CUST0904,Customer 904,2023-08-01
CUST0905,Customer 905,2023-09-18
CUST0906,Customer 906,2024-05-20
CUST0907,Customer 907,2023-12-05
CUST0908,Customer 908,2023-10-27
CUST0909,Customer 909,2024-09-07
CUST0910,Customer 910,2022-12-08
CUST0911,Customer 911,2023-05-13
CUST0912,Customer 912,2022-12-01
CUST0913,Customer 913,2022-02-07
CUST0914,Customer 914,2023-04-13
CUST0915,Customer 915,2024-02-04
CUST0916,Customer 916,2023-06-18
CUST0917,Customer 917,2024-07-23
CUST0918,Customer 918,2022-05-08
CUST0919,Customer 919,2024-07-25
CUST0920,Customer 920,2022-11-16
CUST0921,Customer 921,2023-09-25
CUST0922,Customer 922,2022-11-06
CUST0923,Customer 923,2024-04-12
CUST0924,Customer 924,2023-06-06
CUST0925,Customer 925,2023-07-06
CUST0926,Customer 926,2024-06-27
CUST0927,Customer 927,2023-10-01
CUST0928,Customer 928,2022-04-21
CUST0929,Customer 929,2024-04-20
CUST0930,Customer 930,2022-06-24
CUST0931,Customer 931,2024-02-26
CUST0932,Customer 932,2023-08-05
CUST0933,Customer 933,2022-08-07
CUST0934,Customer 934,2022-12-26
CUST0935,Customer 935,2024-05-11
CUST0936,Customer 936,2022-02-22
CUST0937,Customer 937,2023-08-18
CUST0938,Customer 938,2023-08-05
CUST0939,Customer 939,2023-07-06
CUST0940,Customer 940,2023-05-05
CUST0941,Customer 941,2023-11-28
CUST0942,Customer 942,2023-05-05
CUST0943,Customer 943,2023-06-08
CUST0944,Customer 944,2022-02-19
CUST0945,Customer 945,2023-09-26
CUST0946,Customer 946,2022-01-02
CUST0947,Customer 947,2022-03-31
CUST0948,Customer 948,2022-03-30
CUST0949,Customer 949,2022-08-19
CUST0950,Customer 950,2024-09-03
CUST0951,Customer 951,2022-03-17
CUST0952,Customer 952,2022-01-01
CUST0953,Customer 953,2024-06-01
CUST0954,Customer 954,2024-06-11
CUST0955,Customer 955,2022-10-27
CUST0956,Customer 956,2022-04-07
CUST0957,Customer 957,2023-06-27
CUST0958,Customer 958,2022-10-14
CUST0959,Customer 959,2022-02-07
CUST0960,Customer 960,2023-10-24
CUST0961,Customer 961,2024-01-29
CUST0962,Customer 962,2023-03-14
CUST0963,Customer 963,2023-05-23
CUST0964,Customer 964,2023-06-28
CUST0965,Customer 965,2022-06-27
CUST0966,Customer 966,2023-10-22
CUST0967,Customer 967,2022-05-06
CUST0968,Customer 968,2022-09-24
CUST0969,Customer 969,2022-05-08
CUST0970,Customer 970,2024-06-13
CUST0971,Customer 971,2024-03-21
CUST0972,Customer 972,2023-07-12
CUST0973,Customer 973,2022-06-23
CUST0974,Customer 974,2024-03-03
CUST0975,Customer 975,2023-12-18
CUST0976,Customer 976,2023-06-15
CUST0977,Customer 977,2022-04-16
CUST0978,Customer 978,2024-02-20
CUST0979,Customer 979,2024-02-08
CUST0980,Customer 980,2022-09-29
CUST0981,Customer 981,2022-09-02
CUST0982,Customer 982,2022-10-19
CUST0983,Customer 983,2022-05-23
CUST0984,Customer 984,2022-02-01
CUST0985,Customer 985,2023-11-17
CUST0986,Customer 986,2022-12-28
CUST0987,Customer 987,2022-10-14
CUST0988,Customer 988,2023-05-13
CUST0989,Customer 989,2022-12-07
CUST0990,Customer 990,2023-12-31
CUST0991,Customer 991,2023-06-12
CUST0992,Customer 992,2023-12-25
CUST0993,Customer 993,2022-03-11
CUST0994,Customer 994,2023-05-03
CUST0995,Customer 995,2023-06-21
CUST0996,Customer 996,2022-04-18
CUST0997,Customer 997,2022-10-28
CUST0998,Customer 998,2022-07-11
CUST0999,Customer 999,2022-03-08
CUST1000,Customer 1000,2023-10-28
